capacity_bytes,date,failure,model,serial_number,smart_1_raw,smart_12_raw,smart_183_raw,smart_184_raw,smart_187_raw,smart_188_raw,smart_189_raw,smart_190_raw,smart_192_raw,smart_193_raw,smart_194_raw,smart_197_raw,smart_198_raw,smart_199_raw,smart_240_raw,smart_241_raw,smart_242_raw,smart_3_normalized,smart_4_raw,smart_5_raw,smart_7_raw,smart_9_raw
4000787030016,2016-03-07,0,ST4000DM000,Z305L54P,41477776.0,3.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,13069.0,31.0,0.0,0.0,0.0,191.0,543755280.0,266151619.0,97.0,3.0,0.0,1139024.0,294.0
4000787030016,2016-05-20,1,ST4000DM000,Z304JG6D,129114912.0,5.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,31240.0,24.0,0.0,0.0,0.0,3767.0,18721806176.0,1680181664.0,95.0,5.0,0.0,157956670.0,4051.0
4000787030016,2016-01-11,0,ST4000DM000,S300XRQX,176099136.0,6.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4847.0,20.0,0.0,0.0,0.0,8585.0,16618578406.0,136845028111.0,94.0,6.0,0.0,453137886.0,8604.0
4000787030016,2016-01-11,0,ST4000DM000,S300Z6YJ,43953864.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,25109.0,26.0,0.0,0.0,0.0,4499.0,21611152000.0,4836459636.0,97.0,3.0,0.0,185275404.0,4789.0
4000787030016,2016-07-09,0,ST4000DM000,Z305B6JP,231792664.0,2.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,8533.0,31.0,0.0,0.0,0.0,4175.0,22764863536.0,3123425026.0,98.0,2.0,0.0,212031532.0,4258.0
4000787030016,2016-01-11,0,ST4000DM000,Z3041H5Y,138212152.0,6.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2839.0,28.0,0.0,0.0,0.0,2739.0,10760380478.0,53311253185.0,94.0,6.0,0.0,178406699.0,2797.0
4000787030016,2016-01-11,0,ST4000DM000,Z300MXAZ,132519456.0,11.0,0.0,0.0,0.0,0.0,1.0,21.0,3.0,1975.0,21.0,0.0,0.0,1.0,19015.0,25127075640.0,243977576993.0,92.0,11.0,0.0,450485778.0,19082.0
4000787030016,2016-01-11,0,ST4000DM000,Z300WWR8,72152928.0,6.0,1.0,0.0,0.0,0.0,1.0,31.0,1.0,14843.0,31.0,0.0,0.0,0.0,186663573668769.0,25043954768.0,60948557873.0,94.0,6.0,0.0,176085366.0,17578.0
4000787030016,2016-06-05,1,ST4000DM000,Z305NX35,211580000.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,52650.0,23.0,0.0,0.0,0.0,2120.0,12747854832.0,825308472.0,97.0,3.0,0.0,85089098.0,2453.0
4000787030016,2016-07-09,0,ST4000DM000,S301MGPM,53949520.0,8.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,14271.0,23.0,0.0,0.0,0.0,5759.0,24535894480.0,10585415417.0,92.0,8.0,0.0,270932894.0,5938.0
4000787030016,2016-04-02,0,ST4000DM000,Z305FG2E,98359576.0,4.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,2649.0,25.0,0.0,0.0,0.0,364.0,3047815824.0,308597246.0,96.0,4.0,0.0,14663571.0,407.0
4000787030016,2016-03-07,0,ST4000DM000,Z305F1Z0,37720224.0,4.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,13072.0,29.0,0.0,0.0,0.0,192.0,543684192.0,266057411.0,96.0,4.0,0.0,1097635.0,294.0
4000787030016,2016-02-19,0,ST4000DM000,Z305BAQS,26352376.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1636.0,30.0,0.0,0.0,0.0,432.0,3322824496.0,344269949.0,97.0,3.0,0.0,18755729.0,495.0
4000787030016,2016-03-07,0,ST4000DM000,Z305HBHP,42521568.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,13795.0,34.0,0.0,0.0,0.0,218.0,543765456.0,266174289.0,99.0,1.0,0.0,1115541.0,319.0
4000787030016,2016-01-11,0,ST4000DM000,S300XKLN,148626384.0,7.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,32151.0,22.0,0.0,0.0,0.0,5617.0,23304766728.0,9310742751.0,93.0,7.0,0.0,224729694.0,5745.0
4000787030016,2016-01-11,0,ST4000DM000,Z3029G4Q,216653432.0,18.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,6486.0,36.0,0.0,0.0,0.0,7996.0,19680293108.0,147997282002.0,92.0,18.0,0.0,462688612.0,8095.0
4000787030016,2016-01-11,0,ST4000DM000,S300Z6CV,212857272.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,31360.0,18.0,0.0,0.0,0.0,5650.0,23951616200.0,3625197643.0,99.0,1.0,0.0,216385376.0,5769.0
4000787030016,2016-07-09,0,ST4000DM000,Z304JG7X,237956320.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,4874.0,21.0,0.0,0.0,0.0,5578.0,24565132176.0,3250371889.0,96.0,4.0,0.0,234170206.0,5624.0
4000787030016,2016-03-22,1,ST4000DM000,Z300ZSJQ,234243472.0,11.0,1.0,0.0,0.0,0.0,3.0,25.0,2.0,9014.0,25.0,0.0,0.0,0.0,18593.0,24607647488.0,204362263292.0,91.0,10.0,0.0,409990280.0,18630.0
4000787030016,2016-01-11,0,ST4000DM000,S300Z6W6,149768592.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,39268.0,28.0,0.0,0.0,0.0,5019.0,22274413840.0,2796585145.0,99.0,1.0,0.0,192985973.0,5293.0
4000787030016,2016-01-11,0,ST4000DM000,Z300GQ29,65195712.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,10885.0,22.0,0.0,0.0,0.0,10917806888230.0,27114127976.0,133218769915.0,94.0,6.0,0.0,699608210.0,21843.0
4000787030016,2016-01-11,0,ST4000DM000,Z300X6MY,53443136.0,4.0,0.0,0.0,0.0,0.0,10.0,21.0,1.0,1062.0,21.0,0.0,0.0,0.0,87905095665382.0,25055135686.0,118268091230.0,96.0,4.0,0.0,424684136.0,18160.0
